date,USD_spread,KHR_spread,lambda_usd_R40,lambda_khr_R40,PD_usd_R30,PD_usd_R40,PD_usd_R50,PD_khr_R30,PD_khr_R40,PD_khr_R50
2022-02-01,5.574309829362144,6.003369692064296,0.09290516382270239,0.10005616153440493,0.0765448054887341,0.08872008149779154,0.10549626147763291,0.08218774467331402,0.09521339759486902,0.1131393342438679
2022-03-01,5.3329610744486144,5.575055969721317,0.08888268457414357,0.09291759949535529,0.07335538518079521,0.08504709463177684,0.10116807658991533,0.0765546486818528,0.08873141380609062,0.1055096098848497
2022-04-01,5.312433468286001,4.841063505067394,0.08854055780476668,0.08068439175112324,0.07308360539417247,0.08473401119607282,0.10079898347451566,0.06682082061459449,0.07751521068528167,0.09228177197721088
2022-05-01,4.011404636749061,6.119230719354187,0.06685674394581768,0.10198717865590311,0.05569472494781802,0.06467081669215458,0.07709418573418103,0.08370561204000893,0.09695887020428817,0.11519200683378106
2022-06-01,4.309891785612499,5.244455738481824,0.07183152976020832,0.08740759564136373,0.059712766321772914,0.06931232421963474,0.08258728373247692,0.07218303001125259,0.08369646182019908,0.0995756391864554
2022-07-01,4.937979413020208,5.693715019731438,0.08229965688367012,0.0948952503288573,0.06811192531065191,0.0790040654294768,0.09403951461932158,0.07811868194695049,0.09053180402671845,0.1076298805953404
2022-08-01,4.952248535779174,4.81028920580032,0.08253747559631956,0.08017148676333867,0.06830186631270307,0.07922306945433188,0.09429802295830825,0.06641047420123414,0.077041942275198,0.09172291216167416
2022-09-01,6.723890895080853,5.699209144806063,0.11206484825134755,0.09498681908010105,0.0915864787875117,0.10601371782654934,0.12582773036320383,0.07819103526843119,0.090615079080965,0.10772793106920342
2022-10-01,4.945522534467312,5.500314689109257,0.0824253755744552,0.09167191148515429,0.06821233911349378,0.07911984455463694,0.09417617970959868,0.07556812941858626,0.08759555013519826,0.10417150287065058
2022-11-01,4.371656079187091,4.999781709184247,0.07286093465311819,0.08332969515307079,0.06054206007331253,0.07026988572304682,0.0837198510329984,0.0689343168278258,0.07995223807715779,0.09515863160145499
2022-12-01,3.506309345122306,4.758769396054411,0.05843848908537177,0.07931282326757351,0.04885630927448048,0.056763742059771194,0.0677238285590418,0.06572310192662945,0.07624909153562787,0.09078654457448121
2023-01-01,4.6000000000000005,5.739999999999999,0.07666666666666667,0.09566666666666665,0.0636016315340927,0.07380146499826146,0.08789485045490963,0.0787280413036513,0.09123311211677287,0.10845556503587583
