Date,KHR_Term_Deposits,KHR_Term_Loans,USD_Term_Deposits,USD_Term_Loans,spread_usd,spread_khr
2021-08-01,5.255037589615311,10.326560246187071,3.511099141501762,9.263804630254072,5.7527054887523095,5.07152265657176
2021-09-01,4.338245508116792,10.783318294873462,3.501240604355759,9.00407095409245,5.502830349736691,6.44507278675667
2021-10-01,4.389123178649651,11.041103443728424,3.5819108603283127,8.666311355739701,5.084400495411389,6.651980265078773
2021-11-01,4.239268169617287,10.847178355344544,3.66730061928992,9.101970831617962,5.434670212328042,6.607910185727257
2021-12-01,4.794359059380047,10.1757081854452,3.9830458467226224,9.08929962835713,5.106253781634508,5.381349126065154
2022-01-01,5.510815361155597,11.491154206112457,3.4932505169809245,9.25060282192,5.757352304939075,5.98033884495686
2022-02-01,5.5402091521390195,11.543578844203315,3.936864434739996,9.51117426410214,5.574309829362144,6.003369692064296
2022-03-01,5.71007531010847,11.285131279829788,3.8198280235438338,9.152789097992448,5.3329610744486144,5.575055969721317
2022-04-01,6.005378385167299,10.846441890234694,3.871568875486219,9.18400234377222,5.312433468286001,4.841063505067394
2022-05-01,5.92504890203921,12.044279621393397,4.018199490554803,8.029604127303864,4.011404636749061,6.119230719354187
2022-06-01,5.775554057376033,11.020009795857858,4.1708830906142405,8.48077487622674,4.309891785612499,5.2444557384818244
2022-07-01,5.632834952642981,11.32654997237442,4.23832701738464,9.176306430404848,4.937979413020208,5.693715019731438
2022-08-01,6.777693938083107,11.587983143883427,4.440306569713159,9.392555105492333,4.952248535779174,4.81028920580032
2022-09-01,5.897121962980273,11.596331107786336,4.721630158546505,11.445521053627358,6.723890895080853,5.699209144806063
2022-10-01,6.0495706213185825,11.54988531042784,4.780458778448782,9.725981312916094,4.945522534467312,5.500314689109257
2022-11-01,6.385042481151689,11.384824190335936,5.117618040648943,9.489274119836034,4.371656079187091,4.999781709184247
2022-12-01,6.1193528977959035,10.878122293850314,5.5943813661446535,9.10069071126696,3.5063093451223066,4.758769396054411
2023-01-01,6.29,12.03,5.28,9.88,4.6000000000000005,5.739999999999999
2023-02-01,6.7006528376310435,12.608621392973236,5.540735125426131,10.188122932332623,4.647387806906493,5.907968555342192
2023-03-01,7.446796614505096,12.278082794128911,5.530699695912452,9.70256328824879,4.171863592336337,4.831286179623816
2023-04-01,6.644451848512666,11.824906281098489,5.424505368841697,9.831425113639163,4.406919744797467,5.180454432585823
2023-05-01,6.995193570013809,12.34936922316523,5.629708286173633,9.607236532134989,3.9775282459613557,5.354175653151421
2023-06-01,6.667199925956475,11.85904082317718,5.754031035395853,8.631132959266322,2.8771019238704696,5.191840897220705
2023-07-01,6.909733708283607,11.872094341896656,5.487368678937987,10.128092904527518,4.640724225589532,4.962360633613049
2023-08-01,6.61390096186985,11.4233157099213,5.709752597044762,9.87658777200365,4.166835174958887,4.8094147480514495
2023-09-01,6.636288729218803,12.077981470666812,5.840484180665936,10.464007854769466,4.62352367410353,5.4416927414480085
2023-10-01,6.654251599184589,12.685465512209182,5.574048008398407,10.56677452002031,4.992726511621903,6.031213913024593
2023-11-01,6.815393715675009,12.246803237928038,5.871867249063341,10.409514750362527,4.537647501299187,5.431409522253029
2023-12-01,6.541504807256309,11.396355421189144,6.081830908007504,9.782664467462377,3.700833559454873,4.854850613932835
2024-01-01,6.688067166901422,12.447651326275146,5.830848914775856,10.340880101614792,4.510031186838935,5.759584159373724
2024-02-01,6.094041531937313,12.67003830814761,5.863168345428125,10.352338376985225,4.4891700315571,6.575996776210298
2024-03-01,5.760583981344744,12.317957372132584,5.670004024728377,10.052594734870896,4.3825907101425186,6.55737339078784
2024-04-01,5.929725765533355,12.452701921961356,5.698069063477084,10.33384776653561,4.635778703058526,6.522976156428001
2024-05-01,6.128394422786059,12.583719916793108,5.343679599483318,10.964972271939228,5.62129267245591,6.455325494007049
2024-06-01,5.850802855634061,11.556024040111067,5.2203890611478245,10.064546764216187,4.844157703068363,5.705221184477006
2024-07-01,5.7370316301441955,12.35797911263842,5.020992819744303,10.722796008477417,5.7018031887331135,6.620947482494224
2024-08-01,5.7638201298353575,12.523651809326813,5.148885327429568,10.823986342365066,5.675101014935498,6.759831679491455
2024-09-01,5.30280212995993,11.9245330319739,4.596897575145065,10.05269827538872,5.455800700243654,6.62173090201397
2024-10-01,5.261376799153326,11.448780893187957,4.618761264598566,10.897678982987957,6.2789177183893905,6.187404094034631
2024-11-01,4.995692520276272,11.96045105149262,4.499103946870961,9.621722273938271,5.12261832706731,6.964758531216349
2024-12-01,5.057182154640971,11.316432936745684,4.652290289252314,9.39245849398911,4.740168204736796,6.259250782104713
2025-01-01,4.772600573998479,11.89338479103332,4.578675894509756,10.33275537658906,5.7540794820793035,7.120784217034841
2025-02-01,5.139930793764366,10.846777790555516,4.7321272727009,10.682663533318172,5.950536260617271,5.70684699679115
2025-03-01,5.195672490227838,12.00195973919288,4.649131091241208,10.139886129760344,5.4907550385191355,6.806287248965043
2025-04-01,5.25236329843333,11.1937497875508,4.59420878591276,10.203576324281528,5.609367538368768,5.94138648911747
2025-05-01,5.09105222266707,11.6299536639516,4.626107805338942,10.347938421247504,5.721830615908561,6.53890144128453
2025-06-01,4.94024318154321,11.338569562001176,4.308870350339477,9.66123584888372,5.352365498544243,6.3983263804579655
2025-07-01,5.045560676423405,11.335442179538576,4.207893723170871,10.111152706707204,5.9032589835363325,6.289881503115171
2025-08-01,4.933184350094934,10.204255730730036,4.265173260997599,9.587937426492852,5.322764165495252,5.271071380635102
2025-09-01,5.063336211750849,9.81187040775528,4.15262793744373,10.11719156375557,5.964563626311841,4.74853419600443
2025-10-01,4.799003419008072,10.724701599886462,4.055548452491248,10.009896984838582,5.954348532347334,5.92569818087839
2025-11-01,4.613054692762292,9.95782041374324,4.039096279638166,10.11328255106504,6.074186271426875,5.3447657209809485
2025-12-01,4.523659236971568,8.761955689556663,3.923699070981866,8.605840837287122,4.682141766305255,4.238296452585095
